id,entity
1411,DB06234
1412,DB06237
1413,DB06243
1414,DB06261
1415,DB06262
1416,DB06267
1417,DB06268
1418,DB06271
1419,DB06273
1420,DB06274
1421,DB06282
1422,DB06283
1423,DB06285
1424,DB06287
1425,DB06288
1426,DB06290
1427,DB06292
1428,DB06317
1429,DB06335
1430,DB06343
1431,DB06366
1432,DB06372
1433,DB06374
1434,DB06401
1435,DB06402
1436,DB06403
1437,DB06404
1438,DB06410
1439,DB06412
1440,DB06413
1441,DB06414
1442,DB06415
1443,DB06441
1444,DB06448
1445,DB06480
1446,DB06589
1447,DB06590
1448,DB06594
1449,DB06595
1450,DB06602
1451,DB06603
1452,DB06605
1453,DB06606
1454,DB06607
1455,DB06608
1456,DB06612
1457,DB06614
1458,DB06616
1459,DB06626
1460,DB06636
1461,DB06637
1462,DB06643
1463,DB06650
1464,DB06654
1465,DB06655
1466,DB06663
1467,DB06674
1468,DB06681
1469,DB06684
1470,DB06688
1471,DB06691
1472,DB06692
1473,DB06694
1474,DB06695
1475,DB06697
1476,DB06698
1477,DB06699
1478,DB06700
1479,DB06701
1480,DB06702
1481,DB06704
1482,DB06705
1483,DB06706
1484,DB06707
1485,DB06708
1486,DB06709
1487,DB06710
1488,DB06711
1489,DB06712
1490,DB06713
1491,DB06714
1492,DB06715
1493,DB06716
1494,DB06717
1495,DB06718
1496,DB06719
1497,DB06723
1498,DB06724
1499,DB06725
1500,DB06729
1501,DB06736
1502,DB06742
1503,DB06751
1504,DB06754
1505,DB06755
1506,DB06756
1507,DB06761
1508,DB06764
1509,DB06766
1510,DB06767
1511,DB06769
1512,DB06770
1513,DB06771
1514,DB06772
1515,DB06773
1516,DB06774
1517,DB06777
1518,DB06779
1519,DB06781
1520,DB06782
1521,DB06783
1522,DB06786
1523,DB06787
1524,DB06788
1525,DB06789
1526,DB06791
1527,DB06792
1528,DB06795
1529,DB06796
1530,DB06799
1531,DB06800
1532,DB06802
1533,DB06803
1534,DB06804
1535,DB06809
1536,DB06810
1537,DB06811
1538,DB06813
1539,DB06815
1540,DB06817
1541,DB06819
1542,DB06820
1543,DB06822
1544,DB06823
1545,DB06824
1546,DB06825
1547,DB06826
1548,DB06827
1549,DB07565
1550,DB08439
1551,DB08799
1552,DB08801
1553,DB08804
1554,DB08813
1555,DB08814
1556,DB08815
1557,DB08816
1558,DB08819
1559,DB08820
1560,DB08822
1561,DB08824
1562,DB08826
1563,DB08827
1564,DB08828
1565,DB08834
1566,DB08860
1567,DB08862
1568,DB08864
1569,DB08865
1570,DB08867
1571,DB08868
1572,DB08869
1573,DB08870
1574,DB08871
1575,DB08872
1576,DB08873
1577,DB08874
1578,DB08875
1579,DB08877
1580,DB08879
1581,DB08880
1582,DB08881
1583,DB08882
1584,DB08883
1585,DB08884
1586,DB08885
1587,DB08886
1588,DB08887
1589,DB08889
1590,DB08890
1591,DB08893
1592,DB08894
1593,DB08895
1594,DB08896
1595,DB08897
1596,DB08898
1597,DB08899
1598,DB08900
1599,DB08901
1600,DB08902
1601,DB08903
1602,DB08904
1603,DB08905
1604,DB08906
1605,DB08907
1606,DB08908
1607,DB08909
1608,DB08910
1609,DB08911
1610,DB08912
1611,DB08913
1612,DB08916
1613,DB08917
1614,DB08918
1615,DB08930
1616,DB08931
1617,DB08932
1618,DB08933
1619,DB08934
1620,DB08935
1621,DB08949
1622,DB08964
1623,DB08995
1624,DB09020
1625,DB09026
1626,DB09027
1627,DB09029
1628,DB09030
1629,DB09031
1630,DB09033
1631,DB09034
1632,DB09035
1633,DB09036
1634,DB09037
1635,DB09038
1636,DB09039
1637,DB09042
1638,DB09043
1639,DB09045
1640,DB09046
1641,DB09047
1642,DB09048
1643,DB09049
1644,DB09050
1645,DB09052
1646,DB09053
1647,DB09054
1648,DB09055
1649,DB09057
1650,DB09059
1651,DB09060
1652,DB09061
1653,DB09063
1654,DB09065
1655,DB09066
1656,DB09067
1657,DB09068
1658,DB09069
1659,DB09070
1660,DB09071
1661,DB09072
1662,DB09073
1663,DB09074
1664,DB09075
1665,DB09076
1666,DB09077
1667,DB09078
1668,DB09079
1669,DB09080
1670,DB09081
1671,DB09082
1672,DB09083
1673,DB09084
1674,DB09085
1675,DB09087
1676,DB09089
1677,DB09090
1678,DB09091
1679,DB09092
1680,DB09093
1681,DB09095
1682,DB09096
1683,DB09097
1684,DB09098
1685,DB09099
1686,DB09100
1687,DB09101
1688,DB09102
1689,DB09103
1690,DB09104
1691,DB09105
1692,DB09106
1693,DB09107
1694,DB09109
1695,DB09111
1696,DB09112
1697,DB09113
1698,DB09116
1699,DB09117
1700,DB09118
1701,DB09119
1702,DB09120
1703,DB09121
1704,DB09122
1705,DB09123
1706,DB09124
1707,DB09125
1708,DB09128
1709,DB09129
1710,DB09130
1711,DB09132
1712,DB09133
1713,DB09134
1714,DB09135
1715,DB09136
1716,DB09137
1717,DB09139
1718,DB09142
1719,DB09143
1720,DB09146
1721,DB09148
1722,DB09149
1723,DB09153
1724,DB09154
1725,DB09156
1726,DB09161
1727,DB09163
1728,DB09165
1729,DB09167
1730,DB09183
1731,DB09185
1732,DB09195
1733,DB09205
1734,DB09208
1735,DB09209
1736,DB09210
1737,DB09212
1738,DB09213
1739,DB09214
1740,DB09216
1741,DB09219
1742,DB09220
1743,DB09222
1744,DB09225
1745,DB09228
1746,DB09236
1747,DB09237
1748,DB09238
1749,DB09241
1750,DB09242
1751,DB09255
1752,DB09256
1753,DB09257
1754,DB09258
1755,DB09259
1756,DB09260
1757,DB09261
1758,DB09263
1759,DB09264
1760,DB09265
1761,DB09266
1762,DB09267
1763,DB09268
1764,DB09269
1765,DB09270
1766,DB09272
1767,DB09274
1768,DB09275
1769,DB09276
1770,DB09277
1771,DB09278
1772,DB09280
1773,DB09281
1774,DB09282
1775,DB09287
1776,DB09291
1777,DB09292
1778,DB09293
1779,DB09296
1780,DB09297
1781,DB09299
1782,DB09300
1783,DB09301
1784,DB09302
1785,DB09303
1786,DB09310
1787,DB09312
1788,DB09317
1789,DB09318
1790,DB09319
1791,DB09320
1792,DB09321
1793,DB09322
1794,DB09324
1795,DB09325
1796,DB09327
1797,DB09328
1798,DB09329
1799,DB09330
1800,DB09331
1801,DB09341
1802,DB09342
1803,DB09343
1804,DB09345
1805,DB09350
1806,DB09351
1807,DB09352
1808,DB09357
1809,DB09374
1810,DB09375
1811,DB09381
1812,DB09389
1813,DB09394
1814,DB09395
1815,DB09401
1816,DB09407
1817,DB09409
1818,DB09413
1819,DB09414
1820,DB09418
1821,DB09422
1822,DB09449
1823,DB09462
1824,DB09472
1825,DB09477
1826,DB09481
1827,DB09484
1828,DB09488
1829,DB09494
1830,DB09496
1831,DB09499
1832,DB09502
1833,DB09511
1834,DB09517
1835,DB09532
1836,DB09536
1837,DB09539
1838,DB09543
1839,DB09546
1840,DB09555
1841,DB09559
1842,DB09564
1843,DB09567
1844,DB09568
1845,DB09570
1846,DB10061
1847,DB10062
1848,DB10276
1849,DB10315
1850,DB10316
1851,DB10317
1852,DB10318
1853,DB10366
1854,DB10379
1855,DB10389
1856,DB10394
1857,DB10404
1858,DB10804
1859,DB10805
1860,DB10989
1861,DB10990
1862,DB11003
1863,DB11051
1864,DB11057
1865,DB11059
1866,DB11068
1867,DB11074
1868,DB11077
1869,DB11079
1870,DB11081
1871,DB11085
1872,DB11089
